0,1,2,3,4,5,6,7,8,9,10
bottled water,shopping bags,shopping bags,,,,,,,,
frankfurter,rolls/buns,salt,,,,,,,,
tropical fruit,pip fruit,root vegetables,pet care,,,,,,,
roll products ,soda,,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
onions,other vegetables,,,,,,,,,
hard cheese,napkins,bottled water,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
tropical fruit,condensed milk,,,,,,,,,
chicken,onions,,,,,,,,,
chicken,nut snack,,,,,,,,,
nuts/prunes,long life bakery product,,,,,,,,,
pork,rolls/buns,,,,,,,,,
beef,butter,,,,,,,,,
cat food,candles,whole milk,,,,,,,,
ham,whipped/sour cream,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
whole milk,newspapers,whole milk,rolls/buns,,,,,,,
onions,root vegetables,bottled water,,,,,,,,
pip fruit,specialty chocolate,liquor (appetizer),soda,,,,,,,
cocoa drinks,sliced cheese,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
pip fruit,turkey,yogurt,root vegetables,other vegetables,chocolate,fruit/vegetable juice,,,,
sausage,whole milk,pastry,rolls/buns,coffee,bottled beer,chocolate,rolls/buns,,,
soda,canned fish,,,,,,,,,
semi-finished bread,berries,,,,,,,,,
citrus fruit,bottled beer,rolls/buns,hygiene articles,softener,,,,,,
finished products,root vegetables,,,,,,,,,
chicken,pip fruit,,,,,,,,,
meat,pasta,baking powder,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
soda,cream cheese ,,,,,,,,,
canned beer,chicken,other vegetables,,,,,,,,
citrus fruit,white bread,white bread,,,,,,,,
sausage,frozen meals,,,,,,,,,
citrus fruit,bottled water,napkins,,,,,,,,
newspapers,waffles,shopping bags,,,,,,,,
bottled water,yogurt,butter,,,,,,,,
whole milk,root vegetables,,,,,,,,,
sausage,yogurt,candles,,,,,,,,
fruit/vegetable juice,beverages,,,,,,,,,
whipped/sour cream,brown bread,,,,,,,,,
grapes,chicken,,,,,,,,,
other vegetables,rolls/buns,whole milk,margarine,,,,,,,
chocolate,whole milk,yogurt,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
bottled water,napkins,,,,,,,,,
sausage,specialty chocolate,bottled water,baking powder,,,,,,,
frankfurter,pastry,,,,,,,,,
onions,soda,,,,,,,,,
beef,soft cheese,,,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
chicken,white bread,,,,,,,,,
other vegetables,salt,other vegetables,,,,,,,,
butter,mustard,,,,,,,,,
yogurt,curd,,,,,,,,,
UHT-milk,curd,flower (seeds),,,,,,,,
pork,pastry,,,,,,,,,
root vegetables,cream cheese ,,,,,,,,,
ice cream,curd,,,,,,,,,
dish cleaner,whole milk,frozen vegetables,waffles,,,,,,,
root vegetables,curd,waffles,,,,,,,,
other vegetables,chicken,popcorn,margarine,,,,,,,
sausage,pork,,,,,,,,,
roll products ,butter milk,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
sauces,tropical fruit,,,,,,,,,
sausage,tropical fruit,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
pot plants,spread cheese,butter milk,,,,,,,,
spread cheese,specialty chocolate,,,,,,,,,
bottled beer,white bread,,,,,,,,,
beef,bottled beer,specialty chocolate,yogurt,whole milk,,,,,,
bottled beer,chocolate,,,,,,,,,
beef,meat,,,,,,,,,
tropical fruit,tropical fruit,mayonnaise,,,,,,,,
specialty cheese,misc. beverages,,,,,,,,,
whipped/sour cream,soda,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
whole milk,whole milk,canned beer,Instant food products,,,,,,,
pork,tropical fruit,,,,,,,,,
herbs,domestic eggs,,,,,,,,,
coffee,other vegetables,specialty cheese,,,,,,,,
whole milk,bottled water,,,,,,,,,
soda,whole milk,,,,,,,,,
canned beer,salty snack,soda,,,,,,,,
other vegetables,canned beer,,,,,,,,,
ham,instant coffee,,,,,,,,,
butter milk,fruit/vegetable juice,,,,,,,,,
whole milk,white wine,,,,,,,,,
butter milk,spices,,,,,,,,,
mayonnaise,curd,,,,,,,,,
UHT-milk,tea,,,,,,,,,
frozen meals,fruit/vegetable juice,,,,,,,,,
soda,citrus fruit,,,,,,,,,
flour,cream cheese ,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
seasonal products,frozen vegetables,yogurt,,,,,,,,
beef,berries,,,,,,,,,
whole milk,canned beer,,,,,,,,,
sausage,pastry,whole milk,,,,,,,,
grapes,other vegetables,,,,,,,,,
tropical fruit,butter,hamburger meat,rolls/buns,soda,shopping bags,,,,,
tropical fruit,grapes,sugar,,,,,,,,
sparkling wine,waffles,,,,,,,,,
root vegetables,hygiene articles,soda,,,,,,,,
bottled water,salty snack,,,,,,,,,
tropical fruit,chocolate,,,,,,,,,
root vegetables,specialty chocolate,,,,,,,,,
domestic eggs,beef,coffee,bottled beer,,,,,,,
whole milk,butter,,,,,,,,,
ice cream,chicken,rolls/buns,whole milk,,,,,,,
chicken,bottled water,,,,,,,,,
whole milk,dessert,,,,,,,,,
canned beer,long life bakery product,,,,,,,,,
soda,newspapers,,,,,,,,,
long life bakery product,butter,rolls/buns,newspapers,,,,,,,
butter,male cosmetics,newspapers,,,,,,,,
chicken,whole milk,newspapers,,,,,,,,
beverages,bottled water,,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
pip fruit,light bulbs,bottled water,ketchup,,,,,,,
tropical fruit,pudding powder,,,,,,,,,
ham,instant coffee,margarine,beef,long life bakery product,whole milk,house keeping products,semi-finished bread,,,
other vegetables,specialty chocolate,,,,,,,,,
yogurt,sauces,,,,,,,,,
citrus fruit,syrup,,,,,,,,,
pip fruit,other vegetables,coffee,,,,,,,,
tropical fruit,newspapers,specialty chocolate,margarine,,,,,,,
ham,frankfurter,bottled water,shopping bags,specialty cheese,,,,,,
specialty bar,margarine,,,,,,,,,
whole milk,whole milk,,,,,,,,,
mustard,curd cheese,,,,,,,,,
yogurt,frozen meals,,,,,,,,,
root vegetables,whipped/sour cream,chocolate,,,,,,,,
butter milk,snack products,packaged fruit/vegetables,,,,,,,,
meat,dishes,,,,,,,,,
bottled beer,newspapers,,,,,,,,,
chewing gum,soft cheese,,,,,,,,,
other vegetables,tea,,,,,,,,,
whole milk,frozen meals,,,,,,,,,
whole milk,soda,,,,,,,,,
fish,yogurt,,,,,,,,,
liquor,baking powder,,,,,,,,,
bottled beer,bottled water,,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
brown bread,whole milk,canned fish,brown bread,,,,,,,
newspapers,sausage,,,,,,,,,
pet care,shopping bags,,,,,,,,,
whole milk,domestic eggs,canned vegetables,baking powder,hygiene articles,detergent,,,,,
tropical fruit,shopping bags,cream cheese ,pasta,,,,,,,
citrus fruit,cling film/bags,hard cheese,,,,,,,,
finished products,margarine,whipped/sour cream,,,,,,,,
sliced cheese,cling film/bags,,,,,,,,,
pip fruit,whipped/sour cream,,,,,,,,,
long life bakery product,other vegetables,,,,,,,,,
other vegetables,soda,rolls/buns,dishes,,,,,,,
whole milk,other vegetables,,,,,,,,,
ham,tropical fruit,,,,,,,,,
other vegetables,brown bread,,,,,,,,,
sausage,pastry,,,,,,,,,
ham,yogurt,,,,,,,,,
bottled water,rolls/buns,waffles,,,,,,,,
canned beer,baking powder,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
bottled beer,frozen vegetables,,,,,,,,,
other vegetables,fruit/vegetable juice,white bread,,,,,,,,
citrus fruit,dish cleaner,margarine,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
liquor,cream,coffee,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
onions,tropical fruit,shopping bags,other vegetables,,,,,,,
curd,pastry,,,,,,,,,
sausage,pastry,coffee,,,,,,,,
ham,pork,soda,,,,,,,,
meat,processed cheese,root vegetables,cat food,,,,,,,
citrus fruit,frozen meals,,,,,,,,,
beef,soda,,,,,,,,,
canned beer,yogurt,rolls/buns,whole milk,,,,,,,
tropical fruit,whole milk,,,,,,,,,
chicken,specialty chocolate,,,,,,,,,
citrus fruit,soda,coffee,,,,,,,,
newspapers,shopping bags,,,,,,,,,
pip fruit,candles,rolls/buns,,,,,,,,
whole milk,candy,,,,,,,,,
other vegetables,salty snack,,,,,,,,,
margarine,frozen vegetables,baking powder,,,,,,,,
root vegetables,grapes,,,,,,,,,
newspapers,shopping bags,,,,,,,,,
tropical fruit,pot plants,,,,,,,,,
pip fruit,tropical fruit,whole milk,,,,,,,,
turkey,white bread,,,,,,,,,
sausage,curd,fruit/vegetable juice,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
fruit/vegetable juice,domestic eggs,,,,,,,,,
other vegetables,yogurt,whipped/sour cream,napkins,,,,,,,
other vegetables,curd,,,,,,,,,
newspapers,processed cheese,,,,,,,,,
house keeping products,newspapers,,,,,,,,,
other vegetables,shopping bags,packaged fruit/vegetables,,,,,,,,
tropical fruit,frozen potato products,,,,,,,,,
chicken,bottled water,,,,,,,,,
coffee,coffee,,,,,,,,,
rolls/buns,yogurt,napkins,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
pip fruit,butter,,,,,,,,,
sausage,whole milk,pastry,whole milk,,,,,,,
liver loaf,specialty chocolate,,,,,,,,,
pot plants,chicken,,,,,,,,,
margarine,beverages,,,,,,,,,
sausage,frozen fruits,,,,,,,,,
whole milk,long life bakery product,,,,,,,,,
root vegetables,soda,,,,,,,,,
grapes,bottled beer,,,,,,,,,
chocolate,brown bread,salty snack,,,,,,,,
other vegetables,curd,,,,,,,,,
other vegetables,herbs,,,,,,,,,
white wine,rolls/buns,,,,,,,,,
other vegetables,mustard,,,,,,,,,
specialty chocolate,yogurt,rolls/buns,misc. beverages,,,,,,,
sausage,long life bakery product,,,,,,,,,
chicken,whole milk,butter,soda,,,,,,,
soda,specialty cheese,napkins,,,,,,,,
root vegetables,yogurt,,,,,,,,,
root vegetables,detergent,,,,,,,,,
beef,tropical fruit,,,,,,,,,
frankfurter,dishes,,,,,,,,,
pork,pet care,margarine,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
tropical fruit,whole milk,other vegetables,long life bakery product,,,,,,,
whole milk,soft cheese,pastry,,,,,,,,
sausage,whole milk,,,,,,,,,
chocolate,yogurt,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
grapes,zwieback,,,,,,,,,
rolls/buns,bottled water,vinegar,,,,,,,,
whole milk,margarine,,,,,,,,,
rolls/buns,red/blush wine,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
frozen potato products,whole milk,pastry,rolls/buns,candy,bottled beer,,,,,
fruit/vegetable juice,beef,,,,,,,,,
fruit/vegetable juice,dessert,,,,,,,,,
tropical fruit,pip fruit,,,,,,,,,
beef,newspapers,,,,,,,,,
dishes,pastry,,,,,,,,,
misc. beverages,pork,domestic eggs,sparkling wine,whipped/sour cream,semi-finished bread,,,,,
frankfurter,other vegetables,cream cheese ,,,,,,,,
soda,UHT-milk,pastry,domestic eggs,,,,,,,
tropical fruit,pot plants,shopping bags,sugar,,,,,,,
pastry,bottled water,,,,,,,,,
tropical fruit,cat food,,,,,,,,,
yogurt,citrus fruit,,,,,,,,,
coffee,dishes,,,,,,,,,
soft cheese,frozen vegetables,,,,,,,,,
sausage,bottled water,,,,,,,,,
sausage,curd cheese,,,,,,,,,
frankfurter,sliced cheese,,,,,,,,,
sausage,margarine,,,,,,,,,
other vegetables,chewing gum,,,,,,,,,
beef,canned beer,pastry,whole milk,,,,,,,
tropical fruit,baking powder,,,,,,,,,
frozen meals,bottled water,,,,,,,,,
UHT-milk,tropical fruit,,,,,,,,,
pip fruit,margarine,,,,,,,,,
fruit/vegetable juice,specialty chocolate,Instant food products,,,,,,,,
tropical fruit,canned beer,detergent,bottled water,,,,,,,
beef,oil,,,,,,,,,
waffles,yogurt,,,,,,,,,
meat,domestic eggs,,,,,,,,,
whole milk,waffles,dog food,,,,,,,,
yogurt,margarine,yogurt,soft cheese,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
ice cream,whole milk,,,,,,,,,
pip fruit,other vegetables,bottled water,,,,,,,,
sugar,whipped/sour cream,,,,,,,,,
frankfurter,whole milk,fruit/vegetable juice,candy,,,,,,,
pasta,rolls/buns,margarine,canned fish,yogurt,,,,,,
sausage,root vegetables,,,,,,,,,
canned beer,cream cheese ,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
soda,instant coffee,,,,,,,,,
hygiene articles,rolls/buns,red/blush wine,,,,,,,,
ice cream,candy,canned beer,,,,,,,,
berries,ice cream,,,,,,,,,
coffee,sugar,,,,,,,,,
sausage,frozen meals,,,,,,,,,
tropical fruit,oil,,,,,,,,,
pip fruit,citrus fruit,,,,,,,,,
tropical fruit,hamburger meat,tea,,,,,,,,
soft cheese,specialty chocolate,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
other vegetables,rolls/buns,waffles,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
butter,yogurt,,,,,,,,,
yogurt,whole milk,,,,,,,,,
herbs,chocolate,,,,,,,,,
beverages,pickled vegetables,,,,,,,,,
sausage,pip fruit,tropical fruit,pasta,rolls/buns,beverages,brown bread,,,,
whole milk,margarine,rolls/buns,,,,,,,,
butter,white bread,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
canned beer,curd,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
pip fruit,hard cheese,,,,,,,,,
bottled beer,fruit/vegetable juice,rolls/buns,,,,,,,,
canned beer,other vegetables,,,,,,,,,
other vegetables,whole milk,softener,,,,,,,,
pip fruit,bottled water,,,,,,,,,
pastry,shopping bags,,,,,,,,,
frankfurter,butter,mustard,,,,,,,,
soft cheese,yogurt,hard cheese,coffee,roll products ,,,,,,
sausage,candy,,,,,,,,,
shopping bags,whole milk,,,,,,,,,
pastry,hamburger meat,newspapers,other vegetables,root vegetables,instant coffee,yogurt,domestic eggs,,,
other vegetables,herbs,,,,,,,,,
root vegetables,instant coffee,,,,,,,,,
beef,soda,white wine,soft cheese,,,,,,,
soap,berries,,,,,,,,,
beef,pastry,,,,,,,,,
tropical fruit,flour,,,,,,,,,
canned beer,whole milk,soda,,,,,,,,
whole milk,domestic eggs,long life bakery product,,,,,,,,
tropical fruit,canned fish,,,,,,,,,
sausage,soda,,,,,,,,,
chocolate,curd,shopping bags,,,,,,,,
whole milk,other vegetables,,,,,,,,,
pork,whole milk,other vegetables,,,,,,,,
rolls/buns,specialty bar,,,,,,,,,
hamburger meat,beef,bottled beer,whole milk,chocolate,,,,,,
canned beer,rolls/buns,,,,,,,,,
meat,bottled water,,,,,,,,,
meat spreads,chocolate,,,,,,,,,
other vegetables,butter,,,,,,,,,
margarine,napkins,,,,,,,,,
frankfurter,chocolate,mayonnaise,oil,,,,,,,
dessert,flower (seeds),,,,,,,,,
tropical fruit,bottled water,,,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
coffee,pot plants,,,,,,,,,
napkins,other vegetables,,,,,,,,,
yogurt,berries,onions,pip fruit,,,,,,,
pip fruit,rolls/buns,whole milk,pastry,,,,,,,
rolls/buns,pet care,,,,,,,,,
pork,semi-finished bread,,,,,,,,,
UHT-milk,processed cheese,,,,,,,,,
pastry,dishes,waffles,,,,,,,,
whole milk,sparkling wine,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
tropical fruit,dessert,,,,,,,,,
frozen vegetables,cream cheese ,,,,,,,,,
grapes,grapes,,,,,,,,,
canned beer,brown bread,,,,,,,,,
shopping bags,butter milk,,,,,,,,,
whole milk,napkins,pastry,long life bakery product,,,,,,,
whole milk,brown bread,,,,,,,,,
whole milk,curd,,,,,,,,,
tropical fruit,ice cream,,,,,,,,,
whole milk,other vegetables,white bread,,,,,,,,
turkey,whole milk,,,,,,,,,
root vegetables,bottled beer,fruit/vegetable juice,,,,,,,,
salty snack,chocolate,,,,,,,,,
bottled beer,newspapers,,,,,,,,,
whole milk,waffles,,,,,,,,,
cleaner,pip fruit,pastry,,,,,,,,
dental care,curd,,,,,,,,,
rolls/buns,processed cheese,,,,,,,,,
chicken,brown bread,soda,,,,,,,,
rolls/buns,margarine,,,,,,,,,
canned beer,root vegetables,soda,,,,,,,,
bottled beer,cream cheese ,chocolate,,,,,,,,
dishes,other vegetables,,,,,,,,,
canned beer,napkins,,,,,,,,,
pork,tropical fruit,,,,,,,,,
chicken,dessert,,,,,,,,,
pork,berries,,,,,,,,,
long life bakery product,butter milk,,,,,,,,,
whole milk,rolls/buns,yogurt,,,,,,,,
bottled water,cooking chocolate,,,,,,,,,
pork,sausage,whole milk,frozen vegetables,,,,,,,
pork,other vegetables,,,,,,,,,
beef,specialty chocolate,,,,,,,,,
bottled water,long life bakery product,rolls/buns,,,,,,,,
photo/film,soda,,,,,,,,,
chicken,liquor,,,,,,,,,
chicken,brown bread,bottled beer,,,,,,,,
pork,fruit/vegetable juice,,,,,,,,,
chicken,yogurt,,,,,,,,,
dessert,butter milk,,,,,,,,,
citrus fruit,citrus fruit,specialty chocolate,cream cheese ,,,,,,,
rolls/buns,canned vegetables,cat food,,,,,,,,
vinegar,rolls/buns,,,,,,,,,
soda,root vegetables,,,,,,,,,
whole milk,specialty cheese,,,,,,,,,
meat,pasta,,,,,,,,,
sausage,frankfurter,grapes,sausage,dog food,misc. beverages,napkins,artif. sweetener,,,
cream cheese ,yogurt,whipped/sour cream,,,,,,,,
citrus fruit,specialty chocolate,,,,,,,,,
curd,frozen meals,,,,,,,,,
pip fruit,tropical fruit,mustard,,,,,,,,
canned fish,butter,pot plants,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
hamburger meat,whipped/sour cream,,,,,,,,,
rolls/buns,napkins,bottled beer,,,,,,,,
yogurt,ketchup,butter,,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
other vegetables,pork,,,,,,,,,
whole milk,hygiene articles,,,,,,,,,
tropical fruit,chocolate,,,,,,,,,
rolls/buns,napkins,,,,,,,,,
pork,domestic eggs,,,,,,,,,
other vegetables,long life bakery product,,,,,,,,,
oil,ready soups,,,,,,,,,
citrus fruit,tropical fruit,,,,,,,,,
popcorn,long life bakery product,,,,,,,,,
other vegetables,dishes,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
whole milk,bottled water,,,,,,,,,
citrus fruit,chewing gum,frozen vegetables,margarine,,,,,,,
rolls/buns,bottled water,,,,,,,,,
rolls/buns,other vegetables,yogurt,frozen vegetables,,,,,,,
soda,frozen dessert,,,,,,,,,
flower soil/fertilizer,rolls/buns,yogurt,ice cream,whipped/sour cream,,,,,,
sausage,root vegetables,soda,chocolate marshmallow,,,,,,,
shopping bags,newspapers,,,,,,,,,
grapes,whole milk,frozen vegetables,,,,,,,,
bottled beer,rolls/buns,herbs,UHT-milk,,,,,,,
misc. beverages,shopping bags,,,,,,,,,
curd,other vegetables,,,,,,,,,
chicken,whisky,,,,,,,,,
tropical fruit,curd,brown bread,pastry,,,,,,,
cream cheese ,fruit/vegetable juice,,,,,,,,,
shopping bags,rolls/buns,,,,,,,,,
frozen fruits,citrus fruit,,,,,,,,,
citrus fruit,butter,,,,,,,,,
citrus fruit,soda,,,,,,,,,
citrus fruit,butter milk,,,,,,,,,
root vegetables,pastry,other vegetables,rolls/buns,,,,,,,
pastry,other vegetables,,,,,,,,,
yogurt,chicken,liquor,chewing gum,soda,,,,,,
beef,pastry,candy,,,,,,,,
soda,domestic eggs,tea,,,,,,,,
sausage,sausage,pastry,tropical fruit,whole milk,white wine,sweet spreads,whole milk,,,
sausage,rolls/buns,,,,,,,,,
margarine,waffles,,,,,,,,,
grapes,root vegetables,shopping bags,,,,,,,,
beef,pastry,whole milk,,,,,,,,
tropical fruit,whole milk,brown bread,pastry,,,,,,,
sausage,domestic eggs,domestic eggs,,,,,,,,
beef,semi-finished bread,,,,,,,,,
frankfurter,chicken,butter,bottled water,,,,,,,
sausage,newspapers,newspapers,,,,,,,,
ham,dessert,,,,,,,,,
root vegetables,processed cheese,,,,,,,,,
whole milk,butter,,,,,,,,,
pip fruit,pudding powder,,,,,,,,,
semi-finished bread,whole milk,,,,,,,,,
brown bread,soda,,,,,,,,,
whipped/sour cream,other vegetables,honey,,,,,,,,
onions,bottled water,,,,,,,,,
frankfurter,frozen vegetables,,,,,,,,,
rolls/buns,newspapers,shopping bags,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
coffee,whole milk,,,,,,,,,
ham,pastry,,,,,,,,,
sausage,meat spreads,,,,,,,,,
meat,fruit/vegetable juice,long life bakery product,bottled water,,,,,,,
chicken,pastry,,,,,,,,,
sausage,fruit/vegetable juice,,,,,,,,,
citrus fruit,coffee,,,,,,,,,
long life bakery product,pip fruit,oil,,,,,,,,
UHT-milk,whole milk,,,,,,,,,
beverages,rolls/buns,,,,,,,,,
pip fruit,shopping bags,,,,,,,,,
other vegetables,canned beer,,,,,,,,,
tropical fruit,cat food,pot plants,curd,soft cheese,soft cheese,,,,,
herbs,whole milk,other vegetables,shopping bags,,,,,,,
chocolate,sliced cheese,bottled water,oil,,,,,,,
curd,whipped/sour cream,,,,,,,,,
roll products ,specialty chocolate,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
frankfurter,sausage,,,,,,,,,
sausage,whisky,specialty chocolate,dishes,yogurt,napkins,detergent,pastry,,,
citrus fruit,shopping bags,,,,,,,,,
tropical fruit,margarine,,,,,,,,,
pip fruit,dessert,hard cheese,,,,,,,,
whole milk,ice cream,soda,yogurt,spices,,,,,,
coffee,domestic eggs,,,,,,,,,
sugar,brown bread,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
root vegetables,hygiene articles,,,,,,,,,
ham,brown bread,,,,,,,,,
bottled beer,root vegetables,hygiene articles,,,,,,,,
soda,beverages,,,,,,,,,
ice cream,fruit/vegetable juice,,,,,,,,,
liver loaf,other vegetables,,,,,,,,,
soda,soft cheese,,,,,,,,,
bottled beer,pip fruit,condensed milk,pot plants,cling film/bags,soda,shopping bags,,,,
sparkling wine,chocolate,,,,,,,,,
organic sausage,salty snack,white bread,,,,,,,,
onions,waffles,,,,,,,,,
cat food,white bread,,,,,,,,,
specialty bar,dessert,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
other vegetables,pip fruit,frozen vegetables,,,,,,,,
rolls/buns,oil,,,,,,,,,
condensed milk,margarine,,,,,,,,,
fruit/vegetable juice,long life bakery product,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
jam,brown bread,yogurt,,,,,,,,
citrus fruit,hard cheese,butter,soft cheese,,,,,,,
pork,root vegetables,shopping bags,,,,,,,,
whole milk,butter milk,domestic eggs,,,,,,,,
bottled water,hamburger meat,pastry,,,,,,,,
specialty fat,condensed milk,,,,,,,,,
soda,domestic eggs,,,,,,,,,
citrus fruit,yogurt,salt,,,,,,,,
citrus fruit,pip fruit,,,,,,,,,
frankfurter,red/blush wine,rolls/buns,,,,,,,,
root vegetables,beef,,,,,,,,,
domestic eggs,dessert,,,,,,,,,
soft cheese,flower (seeds),,,,,,,,,
misc. beverages,soft cheese,,,,,,,,,
pip fruit,curd,canned beer,pork,bottled beer,frozen dessert,dessert,bottled water,,,
citrus fruit,shopping bags,,,,,,,,,
citrus fruit,ham,red/blush wine,rolls/buns,specialty chocolate,,,,,,
UHT-milk,flour,,,,,,,,,
soda,soda,,,,,,,,,
spices,shopping bags,soda,newspapers,,,,,,,
red/blush wine,bottled water,sweet spreads,,,,,,,,
whole milk,root vegetables,rolls/buns,whipped/sour cream,,,,,,,
bottled beer,bottled water,,,,,,,,,
ice cream,other vegetables,,,,,,,,,
frankfurter,red/blush wine,,,,,,,,,
pork,pork,whole milk,pasta,,,,,,,
citrus fruit,fruit/vegetable juice,,,,,,,,,
photo/film,vinegar,,,,,,,,,
beverages,beverages,,,,,,,,,
bottled water,sparkling wine,,,,,,,,,
sliced cheese,pastry,onions,,,,,,,,
whipped/sour cream,root vegetables,,,,,,,,,
other vegetables,soda,,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
other vegetables,abrasive cleaner,,,,,,,,,
other vegetables,spread cheese,,,,,,,,,
fruit/vegetable juice,bottled beer,,,,,,,,,
beverages,canned vegetables,,,,,,,,,
detergent,misc. beverages,,,,,,,,,
sausage,yogurt,tidbits,,,,,,,,
tropical fruit,bottled water,pastry,flour,,,,,,,
ham,other vegetables,,,,,,,,,
citrus fruit,brown bread,pastry,,,,,,,,
curd,napkins,,,,,,,,,
tropical fruit,soda,butter milk,,,,,,,,
butter,canned beer,brown bread,canned beer,,,,,,,
pip fruit,soda,,,,,,,,,
frankfurter,UHT-milk,,,,,,,,,
ham,domestic eggs,,,,,,,,,
